substage,run_id,recipe,split,eval_mode,step,n_pairs,q_count_mode,q_cap,phase_train_n_pairs,accuracy,all_correct,cross_entropy,random_accuracy,random_cross_entropy,grad_norm,lr,elapsed_sec,status
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,1000,4,capped,8,"1,2",0.3384704680647701,0.003662109375,3.061990711838007,0.125,2.0794415416798357,,0.001,38.831496477127075,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,1000,8,capped,8,"1,2",0.21461487340275198,0.0,3.0194793064147234,0.125,2.0794415416798357,,0.001,38.831499099731445,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,1000,1,single,1,"1,2",1.0,1.0,0.00013808502433221292,0.125,2.0794415416798357,,0.001,38.83150339126587,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,1000,2,single,1,"1,2",0.5645752092823386,0.5645751953125,0.6420593205839396,0.125,2.0794415416798357,,0.001,38.8315064907074,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,1000,4,single,1,"1,2",0.3138427824014798,0.3138427734375,2.8245819117873907,0.125,2.0794415416798357,,0.001,38.83150935173035,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,1000,8,single,1,"1,2",0.2152099679224193,0.2152099609375,3.3375685065984726,0.125,2.0794415416798357,,0.001,38.83151292800903,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,1100,2,capped,8,"1,2",0.7421875,0.484375,0.39716365933418274,0.125,2.0794415416798357,1.025831650674112,0.001,41.65735578536987,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,1200,1,capped,8,"1,2",1.0,1.0,0.00027700464124791324,0.125,2.0794415416798357,0.003542996607377794,0.001,44.42295598983765,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,1300,1,capped,8,"1,2",1.0,1.0,8.948837785283104e-05,0.125,2.0794415416798357,0.0006203601255939413,0.001,46.98960280418396,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,1400,2,capped,8,"1,2",0.7682291865348816,0.5364583333333334,0.3310457170009613,0.125,2.0794415416798357,0.5417397569566074,0.001,49.69229221343994,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,1500,1,capped,8,"1,2",1.0,1.0,0.00018880999414250255,0.125,2.0794415416798357,0.002419979505467046,0.001,52.3971586227417,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,1600,1,capped,8,"1,2",1.0,1.0,0.00011904790153494105,0.125,2.0794415416798357,0.000836970378557591,0.001,55.09242820739746,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,1700,2,capped,8,"1,2",0.78125,0.5625,0.31948772072792053,0.125,2.0794415416798357,0.5030426405800053,0.001,57.831369161605835,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,1800,1,capped,8,"1,2",1.0,1.0,0.00016687111929059029,0.125,2.0794415416798357,0.001293607870665967,0.001,60.51861548423767,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,1900,2,capped,8,"1,2",0.7604166865348816,0.5208333333333334,0.333181768655777,0.125,2.0794415416798357,0.5793687185509533,0.001,63.263219356536865,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,2000,2,capped,8,"1,2",0.78125,0.5625,0.3245600759983063,0.125,2.0794415416798357,0.45589870875246663,0.001,65.9425482749939,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,2000,1,capped,8,"1,2",1.0,1.0,7.70706369621621e-05,0.125,2.0794415416798357,,0.001,78.42277073860168,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,2000,2,capped,8,"1,2",0.7808227711357176,0.5616455078125,0.32123417570255697,0.125,2.0794415416798357,,0.001,78.42277646064758,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,2000,4,capped,8,"1,2",0.3412780864164233,0.0032958984375,3.1224156953394413,0.125,2.0794415416798357,,0.001,78.42277979850769,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,2000,8,capped,8,"1,2",0.2050323539879173,0.0,3.3545147869735956,0.125,2.0794415416798357,,0.001,78.42278409004211,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,2000,1,single,1,"1,2",1.0,1.0,7.70844174553531e-05,0.125,2.0794415416798357,,0.001,78.42278861999512,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,2000,2,single,1,"1,2",0.5631103729829192,0.5631103515625,0.6381543939933181,0.125,2.0794415416798357,,0.001,78.42279243469238,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,2000,4,single,1,"1,2",0.312011725618504,0.31201171875,2.8986764531582594,0.125,2.0794415416798357,,0.001,78.42279505729675,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,2000,8,single,1,"1,2",0.20385742711368948,0.203857421875,3.829342845827341,0.125,2.0794415416798357,,0.001,78.42279744148254,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,2100,2,capped,8,"1,2",0.7734375,0.546875,0.34081006050109863,0.125,2.0794415416798357,0.5407736517535365,0.001,81.15935635566711,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,2200,2,capped,8,"1,2",0.7838541865348816,0.5677083333333334,0.325247198343277,0.125,2.0794415416798357,0.6436235843727882,0.001,83.834890127182,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,2300,1,capped,8,"1,2",1.0,1.0,4.999196971766651e-05,0.125,2.0794415416798357,0.0003762855580628873,0.001,86.53056788444519,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,2400,2,capped,8,"1,2",0.78125,0.5625,0.30263039469718933,0.125,2.0794415416798357,0.47953905775407224,0.001,89.27261209487915,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,2500,2,capped,8,"1,2",0.7786458730697632,0.5572916666666666,0.3069366216659546,0.125,2.0794415416798357,0.39981202718793546,0.001,91.78871560096741,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,2600,2,capped,8,"1,2",0.7864583730697632,0.5729166666666666,0.3048122227191925,0.125,2.0794415416798357,0.36945352015986505,0.001,94.47803807258606,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,2700,1,capped,8,"1,2",1.0,1.0,4.301240187487565e-05,0.125,2.0794415416798357,0.00030487740421370895,0.001,97.10895586013794,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,2800,1,capped,8,"1,2",1.0,1.0,7.075371831888333e-05,0.125,2.0794415416798357,0.0006706021475213605,0.001,99.73165321350098,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,2900,1,capped,8,"1,2",1.0,1.0,5.212111500441097e-05,0.125,2.0794415416798357,0.00039444390271701303,0.001,102.3596441745758,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,3000,1,capped,8,"1,2",1.0,1.0,5.779197090305388e-05,0.125,2.0794415416798357,0.0005436884470469583,0.001,104.99678659439087,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,3000,1,capped,8,"1,2",1.0,1.0,5.768477885226275e-05,0.125,2.0794415416798357,,0.001,116.06794142723083,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,3000,2,capped,8,"1,2",0.7806396642699838,0.561279296875,0.3157158300746232,0.125,2.0794415416798357,,0.001,116.06794786453247,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,3000,4,capped,8,"1,2",0.3404846307821572,0.00390625,3.0853808000683784,0.125,2.0794415416798357,,0.001,116.06795072555542,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,3000,8,capped,8,"1,2",0.2086792039917782,0.0,3.2394017949700356,0.125,2.0794415416798357,,0.001,116.06795310974121,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,3000,1,single,1,"1,2",1.0,1.0,5.7592547733520405e-05,0.125,2.0794415416798357,,0.001,116.06795907020569,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,3000,2,single,1,"1,2",0.5515136886388063,0.551513671875,0.6329605667851865,0.125,2.0794415416798357,,0.001,116.06796264648438,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,3000,4,single,1,"1,2",0.31152344681322575,0.3115234375,2.9595152754336596,0.125,2.0794415416798357,,0.001,116.06796503067017,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,3000,8,single,1,"1,2",0.20019531867001206,0.2001953125,3.794215342029929,0.125,2.0794415416798357,,0.001,116.06796741485596,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,3100,2,capped,8,"1,2",0.7734375,0.546875,0.32018551230430603,0.125,2.0794415416798357,0.43351998338926223,0.001,118.78844904899597,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,3200,2,capped,8,"1,2",0.7734375,0.546875,0.31952545046806335,0.125,2.0794415416798357,0.4621542876987822,0.001,121.51780533790588,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,3300,2,capped,8,"1,2",0.75,0.5,0.3330560028553009,0.125,2.0794415416798357,0.5047064441593014,0.001,124.17324328422546,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,3400,1,capped,8,"1,2",1.0,1.0,1.958796929102391e-05,0.125,2.0794415416798357,0.00013243685229479034,0.001,126.88341212272644,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,3500,2,capped,8,"1,2",0.7682291865348816,0.5364583333333334,0.3180271089076996,0.125,2.0794415416798357,0.561335778658523,0.001,129.5446741580963,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,3600,1,capped,8,"1,2",1.0,1.0,3.250030931667425e-05,0.125,2.0794415416798357,0.0003842221102643813,0.001,132.2068326473236,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,3700,1,capped,8,"1,2",1.0,1.0,3.214718526578508e-05,0.125,2.0794415416798357,0.00028183914493630193,0.001,134.89074420928955,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,3800,2,capped,8,"1,2",0.7786458730697632,0.5572916666666666,0.3276080787181854,0.125,2.0794415416798357,0.45325892955426367,0.001,137.6764633655548,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,3900,2,capped,8,"1,2",0.7838541865348816,0.5677083333333334,0.3055006265640259,0.125,2.0794415416798357,0.3565109683160972,0.001,140.47604537010193,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,4000,1,capped,8,"1,2",1.0,1.0,2.2763053493690677e-05,0.125,2.0794415416798357,0.00017175598406852073,0.001,143.21431970596313,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,4000,1,capped,8,"1,2",1.0,1.0,2.298091212082909e-05,0.125,2.0794415416798357,,0.001,155.67622828483582,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,4000,2,capped,8,"1,2",0.7897949409671128,0.57958984375,0.30284829693846405,0.125,2.0794415416798357,,0.001,155.67623662948608,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,4000,4,capped,8,"1,2",0.3333129978273064,0.004638671875,4.231862580403686,0.125,2.0794415416798357,,0.001,155.6762397289276,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,4000,8,capped,8,"1,2",0.21025085914880037,0.0,4.375537030398846,0.125,2.0794415416798357,,0.001,155.67624235153198,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,4000,1,single,1,"1,2",1.0,1.0,2.3245067509947148e-05,0.125,2.0794415416798357,,0.001,155.67624974250793,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,4000,2,single,1,"1,2",0.5806884993799031,0.5806884765625,0.6046993192285299,0.125,2.0794415416798357,,0.001,155.67625308036804,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,4000,4,single,1,"1,2",0.31823731458280236,0.3182373046875,3.24492272362113,0.125,2.0794415416798357,,0.001,155.67625617980957,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,4000,8,single,1,"1,2",0.20520020020194352,0.2052001953125,5.913392011076212,0.125,2.0794415416798357,,0.001,155.6762580871582,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,4100,2,capped,8,"1,2",0.7682291865348816,0.5364583333333334,0.3279350697994232,0.125,2.0794415416798357,0.5888842701618758,0.001,158.42792630195618,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,4200,2,capped,8,"1,2",0.7942708730697632,0.5885416666666666,0.28624585270881653,0.125,2.0794415416798357,0.29739943592121765,0.001,161.1599371433258,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,4300,2,capped,8,"1,2",0.8177083730697632,0.6354166666666666,0.2999712824821472,0.125,2.0794415416798357,1.1636674697388758,0.001,163.65475583076477,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,4400,2,capped,8,"1,2",0.8125,0.625,0.30606192350387573,0.125,2.0794415416798357,0.3590458803115206,0.001,166.34883856773376,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,4500,2,capped,8,"1,2",0.7994791865348816,0.5989583333333334,0.29970529675483704,0.125,2.0794415416798357,0.47469273754487845,0.001,169.1038510799408,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,4600,1,capped,8,"1,2",1.0,1.0,6.761311669833958e-05,0.125,2.0794415416798357,0.0008886172464807694,0.001,171.86297488212585,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,4700,2,capped,8,"1,2",0.7708333730697632,0.5416666666666666,0.3256939947605133,0.125,2.0794415416798357,0.49259047726007005,0.001,174.6225094795227,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,4800,2,capped,8,"1,2",0.7890625,0.578125,0.3116479814052582,0.125,2.0794415416798357,0.4380498399492857,0.001,177.37120962142944,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,4900,2,capped,8,"1,2",0.8203125,0.640625,0.3160163462162018,0.125,2.0794415416798357,0.5245874031744531,0.001,180.1060495376587,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,5000,2,capped,8,"1,2",0.8046875,0.609375,0.30451592803001404,0.125,2.0794415416798357,0.34488866453089645,0.001,182.78375053405762,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,5000,1,capped,8,"1,2",1.0,1.0,2.682037241186208e-05,0.125,2.0794415416798357,,0.001,193.38124442100525,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,5000,2,capped,8,"1,2",0.7940674000419676,0.588134765625,0.31241234648041427,0.125,2.0794415416798357,,0.001,193.38125109672546,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,5000,4,capped,8,"1,2",0.3440857033710927,0.003662109375,5.282138612121344,0.125,2.0794415416798357,,0.001,193.38125491142273,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,5000,8,capped,8,"1,2",0.21615601039957255,0.0,6.336562901735306,0.125,2.0794415416798357,,0.001,193.38125801086426,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,5000,1,single,1,"1,2",1.0,1.0,2.7447807184444173e-05,0.125,2.0794415416798357,,0.001,193.38126230239868,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,5000,2,single,1,"1,2",0.5766601725481451,0.57666015625,0.633053470402956,0.125,2.0794415416798357,,0.001,193.3812665939331,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,5000,4,single,1,"1,2",0.3115234475117177,0.3115234375,5.326021455228329,0.125,2.0794415416798357,,0.001,193.3812689781189,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,5000,8,single,1,"1,2",0.2098388731246814,0.2098388671875,7.848346963524818,0.125,2.0794415416798357,,0.001,193.3812711238861,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,5100,4,capped,8,"1,2,4",0.5065104365348816,0.036458333333333336,1.0481292009353638,0.125,2.0794415416798357,0.912333338894898,0.001,196.26354360580444,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,5200,1,capped,8,"1,2,4",1.0,1.0,1.4401844964595512e-05,0.125,2.0794415416798357,9.347687065744371e-05,0.001,199.04743361473083,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,5300,4,capped,8,"1,2,4",0.5494791865348816,0.07291666666666667,0.8496952056884766,0.125,2.0794415416798357,0.7281880424399758,0.001,201.86615371704102,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,5400,2,capped,8,"1,2,4",0.78125,0.5677083333333334,0.313642293214798,0.125,2.0794415416798357,0.3362323227325832,0.001,204.65511918067932,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,5500,2,capped,8,"1,2,4",0.7838541865348816,0.5677083333333334,0.3140368163585663,0.125,2.0794415416798357,0.4211486947668433,0.001,207.44289255142212,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,5600,4,capped,8,"1,2,4",0.5885416865348816,0.08333333333333333,0.7217321395874023,0.125,2.0794415416798357,0.35897094841040655,0.001,210.26497173309326,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,5700,4,capped,8,"1,2,4",0.5963541865348816,0.08854166666666667,0.7255662083625793,0.125,2.0794415416798357,0.5596850871304863,0.001,213.0897183418274,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,5800,2,capped,8,"1,2,4",0.8046875,0.609375,0.28923508524894714,0.125,2.0794415416798357,0.7435474217607114,0.001,215.9118194580078,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,5900,1,capped,8,"1,2,4",1.0,1.0,4.017716491944157e-06,0.125,2.0794415416798357,2.936158121628498e-05,0.001,218.69898915290833,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,6000,1,capped,8,"1,2,4",1.0,1.0,8.379345672437921e-06,0.125,2.0794415416798357,8.561853998957998e-05,0.001,221.52972602844238,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,6000,1,capped,8,"1,2,4",1.0,1.0,8.605902579006397e-06,0.125,2.0794415416798357,,0.001,233.6709053516388,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,6000,2,capped,8,"1,2,4",0.7889404501765966,0.577880859375,0.3085093095432967,0.125,2.0794415416798357,,0.001,233.6709110736847,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,6000,4,capped,8,"1,2,4",0.5749206719920039,0.071044921875,0.7634977241978049,0.125,2.0794415416798357,,0.001,233.67091488838196,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,dense_capped,6000,8,capped,8,"1,2,4",0.26290894381236285,0.0,4.218870688229799,0.125,2.0794415416798357,,0.001,233.67091917991638,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,6000,1,single,1,"1,2,4",1.0,1.0,8.77697080170492e-06,0.125,2.0794415416798357,,0.001,233.67092394828796,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,6000,2,single,1,"1,2,4",0.5635986528359354,0.5635986328125,0.6217904188670218,0.125,2.0794415416798357,,0.001,233.67092728614807,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,6000,4,single,1,"1,2,4",0.3615722768008709,0.361572265625,1.2192989131435752,0.125,2.0794415416798357,,0.001,233.67093181610107,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,eval,single_query,6000,8,single,1,"1,2,4",0.2006835985230282,0.20068359375,6.02676522359252,0.125,2.0794415416798357,,0.001,233.67093420028687,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,6100,1,capped,8,"1,2,4",1.0,1.0,3.6470507893682225e-06,0.125,2.0794415416798357,2.7004490388338428e-05,0.001,236.60557556152344,ok
B0D.1,stage_b0d_b01_dense_v8_seed1,dense capped curriculum N_VALUES=8,train,train_dense_capped,6200,4,capped,8,"1,2,4",0.5924479365348816,0.046875,0.7042180895805359,0.125,2.0794415416798357,0.41649931028620396,0.001,239.41076850891113,ok
