substage,run_id,recipe,split,step,n_pairs,phase_train_n_pairs,accuracy,cross_entropy,random_accuracy,random_cross_entropy,grad_norm,lr,elapsed_sec,status
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,1,1,"1,2",0.0,6.517278671264648,0.125,2.0794415416798357,6.712321946839435,2e-06,0.05086541175842285,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,100,1,"1,2",1.0,0.019465379416942596,0.125,2.0794415416798357,0.12354519263657666,0.0002,2.8853251934051514,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,200,2,"1,2",0.57421875,0.719523549079895,0.125,2.0794415416798357,1.5427220665551078,0.0004,5.991454124450684,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,300,2,"1,2",0.51953125,0.7321076393127441,0.125,2.0794415416798357,1.3689690299475286,0.0006,9.120784759521484,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,400,2,"1,2",0.53515625,0.7865341901779175,0.125,2.0794415416798357,1.8737838715095652,0.0008,12.208960056304932,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,500,1,"1,2",1.0,0.00384470890276134,0.125,2.0794415416798357,0.040279068851152386,0.001,15.321310758590698,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,600,2,"1,2",0.5546875,0.6810728907585144,0.125,2.0794415416798357,0.955894472737586,0.001,18.523322105407715,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,700,2,"1,2",0.55078125,0.6439624428749084,0.125,2.0794415416798357,0.8390040867330505,0.001,21.91675591468811,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,800,1,"1,2",1.0,0.002869857707992196,0.125,2.0794415416798357,0.024135812206867644,0.001,25.168079614639282,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,900,2,"1,2",0.546875,0.6976655721664429,0.125,2.0794415416798357,1.2123347825291761,0.001,28.358052253723145,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,1000,1,"1,2",1.0,0.0008236506255343556,0.125,2.0794415416798357,0.007365251132054379,0.001,31.49475622177124,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,1000,1,"1,2",1.0,0.0007439346063620178,0.125,2.0794415416798357,,0.001,37.81562685966492,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,1000,2,"1,2",0.5833740234375,0.6485593840479851,0.125,2.0794415416798357,,0.001,37.81563353538513,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,1000,4,"1,2",0.3392333984375,1.5395845770835876,0.125,2.0794415416798357,,0.001,37.8156361579895,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,1000,8,"1,2",0.2149658203125,2.147532843053341,0.125,2.0794415416798357,,0.001,37.81563925743103,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,1100,1,"1,2",1.0,0.0006132240523584187,0.125,2.0794415416798357,0.004325412594437371,0.001,40.97086548805237,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,1200,2,"1,2",0.578125,0.6215435862541199,0.125,2.0794415416798357,0.8722551576722801,0.001,44.12222242355347,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,1300,2,"1,2",0.66015625,0.598995566368103,0.125,2.0794415416798357,1.0325455953738583,0.001,47.30633759498596,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,1400,1,"1,2",1.0,0.00045823908294551075,0.125,2.0794415416798357,0.0037928067603187326,0.001,50.63947033882141,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,1500,1,"1,2",1.0,0.0003302712575532496,0.125,2.0794415416798357,0.0024475952102412575,0.001,53.81613612174988,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,1600,2,"1,2",0.63671875,0.543926477432251,0.125,2.0794415416798357,0.7222232474995031,0.001,56.98946475982666,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,1700,2,"1,2",0.5859375,0.6397793292999268,0.125,2.0794415416798357,1.2227799403430333,0.001,60.17677092552185,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,1800,1,"1,2",1.0,0.00022978015476837754,0.125,2.0794415416798357,0.0016467903426831095,0.001,63.37013840675354,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,1900,2,"1,2",0.671875,0.5481975078582764,0.125,2.0794415416798357,0.7763639922947427,0.001,66.56122064590454,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,2000,1,"1,2",1.0,0.0002649999223649502,0.125,2.0794415416798357,0.0020390939468708635,0.001,69.73708176612854,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,2000,1,"1,2",1.0,0.0002550432423049642,0.125,2.0794415416798357,,0.001,75.79073905944824,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,2000,2,"1,2",0.8231201171875,0.37710282020270824,0.125,2.0794415416798357,,0.001,75.79075479507446,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,2000,4,"1,2",0.327392578125,2.8493895456194878,0.125,2.0794415416798357,,0.001,75.79075765609741,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,2000,8,"1,2",0.2044677734375,3.2908597886562347,0.125,2.0794415416798357,,0.001,75.79075932502747,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,2100,1,"1,2",1.0,0.00035577037488110363,0.125,2.0794415416798357,0.003578364208408223,0.001,78.92045450210571,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,2200,1,"1,2",1.0,0.0003268438740633428,0.125,2.0794415416798357,0.002364877306202477,0.001,82.2606303691864,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,2300,2,"1,2",0.85546875,0.3480057716369629,0.125,2.0794415416798357,1.759117081508044,0.001,85.43510723114014,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,2400,2,"1,2",0.7578125,0.8553957343101501,0.125,2.0794415416798357,106.45923620552618,0.001,88.6652524471283,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,2500,2,"1,2",0.80859375,0.5349147915840149,0.125,2.0794415416798357,43.78576904924334,0.001,91.86378359794617,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,2600,1,"1,2",1.0,0.0001365005155093968,0.125,2.0794415416798357,0.0009281748289540931,0.001,94.81043028831482,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,2700,1,"1,2",1.0,0.00015115467249415815,0.125,2.0794415416798357,0.0010307364849147483,0.001,97.60866379737854,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,2800,1,"1,2",1.0,0.0002336714242119342,0.125,2.0794415416798357,0.0016648479854809418,0.001,100.58007955551147,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,2900,2,"1,2",0.94140625,0.1900274008512497,0.125,2.0794415416798357,42.448353136741154,0.001,103.80663108825684,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,3000,1,"1,2",1.0,0.0012458255514502525,0.125,2.0794415416798357,0.008762484376881636,0.001,106.82347130775452,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,3000,1,"1,2",1.0,0.0010822153089975473,0.125,2.0794415416798357,,0.001,114.7476258277893,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,3000,2,"1,2",0.638916015625,0.6804393604397774,0.125,2.0794415416798357,,0.001,114.74763178825378,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,3000,4,"1,2",0.3458251953125,1.9666362144052982,0.125,2.0794415416798357,,0.001,114.74763560295105,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,3000,8,"1,2",0.2305908203125,2.451690800487995,0.125,2.0794415416798357,,0.001,114.74763798713684,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,3100,1,"1,2",1.0,0.0003671438607852906,0.125,2.0794415416798357,0.0029413464012641834,0.001,117.44269633293152,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,3200,1,"1,2",1.0,0.0002684731734916568,0.125,2.0794415416798357,0.0021125105615126417,0.001,120.26910090446472,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,3300,1,"1,2",1.0,0.0002209184895036742,0.125,2.0794415416798357,0.0016701328510913673,0.001,123.05210256576538,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,3400,1,"1,2",1.0,0.00014267956430558115,0.125,2.0794415416798357,0.0009915505369697145,0.001,125.89491295814514,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,3500,2,"1,2",0.83203125,0.3847856819629669,0.125,2.0794415416798357,1.1793849581200189,0.001,128.7631070613861,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,3600,2,"1,2",0.9140625,0.2802129089832306,0.125,2.0794415416798357,2.219775318471315,0.001,131.57211327552795,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,3700,1,"1,2",1.0,0.00014884262054692954,0.125,2.0794415416798357,0.0012305688323736197,0.001,134.4282877445221,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,3800,2,"1,2",0.7109375,1.1606749296188354,0.125,2.0794415416798357,50.82342180574094,0.001,137.29331040382385,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,3900,2,"1,2",0.85546875,0.34643349051475525,0.125,2.0794415416798357,1.894248335371138,0.001,140.05628061294556,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,4000,1,"1,2",1.0,0.00011735531006706879,0.125,2.0794415416798357,0.0008790123344043528,0.001,143.03913116455078,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,4000,1,"1,2",1.0,0.00011958026107095066,0.125,2.0794415416798357,,0.001,149.2644865512848,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,4000,2,"1,2",0.9232177734375,0.2554264650680125,0.125,2.0794415416798357,,0.001,149.2644979953766,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,4000,4,"1,2",0.3385009765625,3.5497783422470093,0.125,2.0794415416798357,,0.001,149.26450061798096,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,4000,8,"1,2",0.2330322265625,4.088897451758385,0.125,2.0794415416798357,,0.001,149.26450395584106,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,4100,2,"1,2",0.953125,0.16613715887069702,0.125,2.0794415416798357,0.40751293208116557,0.001,152.19354271888733,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,4200,2,"1,2",0.953125,0.17219367623329163,0.125,2.0794415416798357,0.7287204268712933,0.001,154.98926877975464,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,4300,1,"1,2",1.0,7.682594878133386e-05,0.125,2.0794415416798357,0.0005165677088723689,0.001,157.7932643890381,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,4400,1,"1,2",1.0,0.00011524054571054876,0.125,2.0794415416798357,0.0008949065354517012,0.001,160.64338970184326,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,4500,1,"1,2",1.0,0.00010833911073859781,0.125,2.0794415416798357,0.0008270957650316021,0.001,163.55165266990662,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,4600,1,"1,2",1.0,0.0001280176657019183,0.125,2.0794415416798357,0.0009745740370035132,0.001,166.44851422309875,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,4700,1,"1,2",1.0,0.00012943739420734346,0.125,2.0794415416798357,0.0015464358301974148,0.001,169.55313181877136,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,4800,1,"1,2",1.0,9.10344097064808e-05,0.125,2.0794415416798357,0.0013105355980737752,0.001,172.6571123600006,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,4900,2,"1,2",0.859375,0.2850334048271179,0.125,2.0794415416798357,1.2104271879026218,0.001,175.7781400680542,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,5000,2,"1,2",0.7265625,0.4833906590938568,0.125,2.0794415416798357,8.80328058959426,0.001,178.80816268920898,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,5000,1,"1,2",1.0,0.00016725116438465193,0.125,2.0794415416798357,,0.001,186.64349961280823,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,5000,2,"1,2",0.817626953125,0.32964297849684954,0.125,2.0794415416798357,,0.001,186.64351439476013,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,5000,4,"1,2",0.3392333984375,3.574025996029377,0.125,2.0794415416798357,,0.001,186.64351773262024,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,5000,8,"1,2",0.2275390625,4.153460271656513,0.125,2.0794415416798357,,0.001,186.6435205936432,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,5100,4,"1,2,4",0.3359375,1.5312461853027344,0.125,2.0794415416798357,2.7581090209379964,0.001,190.01063132286072,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,5200,1,"1,2,4",1.0,0.0003103345516137779,0.125,2.0794415416798357,0.0022324479022802594,0.001,193.37574696540833,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,5300,1,"1,2,4",1.0,0.0003062263422179967,0.125,2.0794415416798357,0.002843142650670395,0.001,196.63166642189026,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,5400,2,"1,2,4",0.78515625,0.4030192494392395,0.125,2.0794415416798357,0.48274196467629304,0.001,199.70545983314514,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,5500,4,"1,2,4",0.390625,1.1886088848114014,0.125,2.0794415416798357,0.8218562566715887,0.001,202.66744923591614,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,5600,1,"1,2,4",1.0,0.0004283167654648423,0.125,2.0794415416798357,0.0030412507832305057,0.001,205.9153814315796,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,5700,1,"1,2,4",1.0,0.00017042324179783463,0.125,2.0794415416798357,0.0011922133891280446,0.001,209.270001411438,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,5800,2,"1,2,4",0.859375,0.27913540601730347,0.125,2.0794415416798357,0.521188455647884,0.001,212.3857238292694,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,5900,4,"1,2,4",0.30078125,1.2362067699432373,0.125,2.0794415416798357,0.8304160026058812,0.001,215.33148312568665,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,6000,2,"1,2,4",0.81640625,0.4165295958518982,0.125,2.0794415416798357,8.23176399862448,0.001,218.36859846115112,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,6000,1,"1,2,4",1.0,0.00012297730131649587,0.125,2.0794415416798357,,0.001,224.87021565437317,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,6000,2,"1,2,4",0.8035888671875,0.3580116629600525,0.125,2.0794415416798357,,0.001,224.87022256851196,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,6000,4,"1,2,4",0.34912109375,1.2083367332816124,0.125,2.0794415416798357,,0.001,224.8702278137207,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,6000,8,"1,2,4",0.243896484375,1.7425586469471455,0.125,2.0794415416798357,,0.001,224.8702311515808,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,6100,2,"1,2,4",0.828125,0.30159878730773926,0.125,2.0794415416798357,0.4545957079485728,0.001,227.961754322052,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,6200,1,"1,2,4",1.0,0.00019323959713801742,0.125,2.0794415416798357,0.0017240381213955024,0.001,231.03635811805725,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,6300,1,"1,2,4",1.0,0.00019418608280830085,0.125,2.0794415416798357,0.002058674602123271,0.001,233.92222785949707,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,6400,2,"1,2,4",0.8984375,0.24240034818649292,0.125,2.0794415416798357,2.613333175966763,0.001,236.7186553478241,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,6500,1,"1,2,4",1.0,0.0002391840680502355,0.125,2.0794415416798357,0.0018309552553748935,0.001,239.71796107292175,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,6600,1,"1,2,4",1.0,0.00015024084132164717,0.125,2.0794415416798357,0.0014777528224040053,0.001,242.9338948726654,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,6700,1,"1,2,4",1.0,0.0002615496050566435,0.125,2.0794415416798357,0.003742389927371411,0.001,246.1133518218994,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,6800,2,"1,2,4",0.953125,0.16814099252223969,0.125,2.0794415416798357,1.3413514384099845,0.001,249.42981457710266,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,6900,1,"1,2,4",1.0,0.00010242416465189308,0.125,2.0794415416798357,0.0007375208299334215,0.001,252.62830352783203,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,7000,1,"1,2,4",1.0,0.00013614461931865662,0.125,2.0794415416798357,0.0011178756436067922,0.001,255.8416783809662,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,7000,1,"1,2,4",1.0,0.00013490708306562738,0.125,2.0794415416798357,,0.001,263.7651526927948,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,7000,2,"1,2,4",0.9442138671875,0.19804920302703977,0.125,2.0794415416798357,,0.001,263.76517033576965,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,7000,4,"1,2,4",0.36376953125,1.2024814561009407,0.125,2.0794415416798357,,0.001,263.76517510414124,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,eval,7000,8,"1,2,4",0.2540283203125,1.9419293887913227,0.125,2.0794415416798357,,0.001,263.7651786804199,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,7100,2,"1,2,4",0.859375,0.5330203175544739,0.125,2.0794415416798357,32.01743047744893,0.001,266.93666076660156,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,7200,4,"1,2,4",0.328125,1.233445405960083,0.125,2.0794415416798357,1.276599761500878,0.001,270.1501843929291,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,7300,1,"1,2,4",1.0,0.00019526347750797868,0.125,2.0794415416798357,0.002086779669021143,0.001,273.34534978866577,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,7400,4,"1,2,4",0.33984375,1.2447832822799683,0.125,2.0794415416798357,1.0509211591056915,0.001,276.5220568180084,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,7500,4,"1,2,4",0.3359375,1.21747624874115,0.125,2.0794415416798357,0.7563561901977174,0.001,279.6977081298828,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,7600,1,"1,2,4",1.0,0.00010414276039227843,0.125,2.0794415416798357,0.0008347161600927678,0.001,282.72795486450195,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,7700,1,"1,2,4",1.0,9.15342170628719e-05,0.125,2.0794415416798357,0.0008933111536550759,0.001,285.72908639907837,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,7800,4,"1,2,4",0.40234375,1.1613229513168335,0.125,2.0794415416798357,0.885174969980757,0.001,288.8522205352783,ok
B0C.1,stage_b0c_b01_curriculum_v8_seed2,curriculum N_VALUES=8,train,7900,1,"1,2,4",1.0,0.00011172854283358902,0.125,2.0794415416798357,0.000764205786068827,0.001,292.00231313705444,ok
