substage,run_id,recipe,split,eval_mode,step,n_pairs,q_count_mode,q_cap,phase_train_n_pairs,accuracy,all_correct,cross_entropy,random_accuracy,random_cross_entropy,grad_norm,lr,elapsed_sec,status
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,1800,2,capped,8,"1,2",0.7838541865348816,0.5677083333333334,0.33364760875701904,0.125,2.0794415416798357,0.7015483022578768,0.001,57.44317293167114,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,1900,1,capped,8,"1,2",1.0,1.0,0.00011783708032453433,0.125,2.0794415416798357,0.0008516492541410142,0.001,59.91665959358215,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,2000,2,capped,8,"1,2",0.75,0.5416666666666666,0.3838799297809601,0.125,2.0794415416798357,2.77116722092466,0.001,62.4469428062439,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,2000,1,capped,8,"1,2",1.0,1.0,9.182540651408999e-05,0.125,2.0794415416798357,,0.001,73.4925467967987,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,2000,2,capped,8,"1,2",0.7727050948888063,0.5638427734375,0.3447958247270435,0.125,2.0794415416798357,,0.001,73.49255394935608,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,2000,4,capped,8,"1,2",0.32431031251326203,0.001953125,2.287824507802725,0.125,2.0794415416798357,,0.001,73.49255776405334,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,2000,8,capped,8,"1,2",0.20147705520503223,0.0,2.3727525752037764,0.125,2.0794415416798357,,0.001,73.49256134033203,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,2000,1,single,1,"1,2",1.0,1.0,9.242465984016235e-05,0.125,2.0794415416798357,,0.001,73.49256610870361,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,2000,2,single,1,"1,2",0.5635986477136612,0.5635986328125,0.6349983997642994,0.125,2.0794415416798357,,0.001,73.49256944656372,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,2000,4,single,1,"1,2",0.2987060621380806,0.2987060546875,2.4431129936128855,0.125,2.0794415416798357,,0.001,73.49257254600525,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,2000,8,single,1,"1,2",0.2038574282778427,0.203857421875,2.380489755421877,0.125,2.0794415416798357,,0.001,73.49257493019104,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,2100,2,capped,8,"1,2",0.796875,0.59375,0.3097023665904999,0.125,2.0794415416798357,0.38799472911393035,0.001,76.09647059440613,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,2200,1,capped,8,"1,2",1.0,1.0,8.225846249843016e-05,0.125,2.0794415416798357,0.0006005274680767053,0.001,78.34436106681824,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,2300,2,capped,8,"1,2",0.7994791865348816,0.5989583333333334,0.3137841522693634,0.125,2.0794415416798357,0.5489411858725612,0.001,80.78373837471008,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,2400,2,capped,8,"1,2",0.7682291865348816,0.5364583333333334,0.30254361033439636,0.125,2.0794415416798357,0.5405129374101428,0.001,83.15143251419067,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,2500,1,capped,8,"1,2",1.0,1.0,0.00010484547965461388,0.125,2.0794415416798357,0.0007030467263201821,0.001,85.71197271347046,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,2600,2,capped,8,"1,2",0.796875,0.59375,0.3090454638004303,0.125,2.0794415416798357,0.379570550500488,0.001,88.1565842628479,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,2700,1,capped,8,"1,2",1.0,1.0,8.328670082846656e-05,0.125,2.0794415416798357,0.0005714418373492124,0.001,90.62304019927979,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,2800,2,capped,8,"1,2",0.7760416865348816,0.5520833333333334,0.3067173957824707,0.125,2.0794415416798357,0.6105831155696367,0.001,93.15058660507202,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,2900,1,capped,8,"1,2",1.0,1.0,6.320616375887766e-05,0.125,2.0794415416798357,0.0004581266672991855,0.001,95.66810464859009,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,3000,1,capped,8,"1,2",1.0,1.0,4.8156125558307394e-05,0.125,2.0794415416798357,0.0003309712235063837,0.001,98.1903440952301,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,3000,1,capped,8,"1,2",1.0,1.0,4.758804831794805e-05,0.125,2.0794415416798357,,0.001,109.92024254798889,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,3000,2,capped,8,"1,2",0.8012085119262338,0.6025390625,0.3020919149275869,0.125,2.0794415416798357,,0.001,109.92024898529053,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,3000,4,capped,8,"1,2",0.3377380466554314,0.001953125,3.5137177873402834,0.125,2.0794415416798357,,0.001,109.9202527999878,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,3000,8,capped,8,"1,2",0.20387268625199795,0.0,3.8382521737366915,0.125,2.0794415416798357,,0.001,109.920254945755,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,3000,1,single,1,"1,2",1.0,1.0,4.723521311689183e-05,0.125,2.0794415416798357,,0.001,109.92026042938232,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,3000,2,single,1,"1,2",0.6020508031360805,0.60205078125,0.5971634304150939,0.125,2.0794415416798357,,0.001,109.92026376724243,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,3000,4,single,1,"1,2",0.30334473645780236,0.3033447265625,4.187691075727344,0.125,2.0794415416798357,,0.001,109.92026710510254,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,3000,8,single,1,"1,2",0.19665527867618948,0.1966552734375,4.209950977936387,0.125,2.0794415416798357,,0.001,109.92026901245117,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,3100,1,capped,8,"1,2",1.0,1.0,5.845035775564611e-05,0.125,2.0794415416798357,0.0003889891687220666,0.001,112.52490377426147,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,3200,1,capped,8,"1,2",1.0,1.0,7.081988587742671e-05,0.125,2.0794415416798357,0.0006032969023709965,0.001,115.05244565010071,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,3300,2,capped,8,"1,2",0.78125,0.5625,0.29741790890693665,0.125,2.0794415416798357,0.5969770879335771,0.001,117.61111783981323,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,3400,1,capped,8,"1,2",1.0,1.0,4.185629586572759e-05,0.125,2.0794415416798357,0.0002734157289168889,0.001,120.15623211860657,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,3500,2,capped,8,"1,2",0.7890625,0.578125,0.32104969024658203,0.125,2.0794415416798357,0.582904720796307,0.001,122.72590970993042,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,3600,1,capped,8,"1,2",1.0,1.0,4.926051769871265e-05,0.125,2.0794415416798357,0.00032708466883846384,0.001,125.22024917602539,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,3700,1,capped,8,"1,2",1.0,1.0,3.804739753832109e-05,0.125,2.0794415416798357,0.0002467137187917372,0.001,127.67921113967896,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,3800,1,capped,8,"1,2",1.0,1.0,4.1905947000486776e-05,0.125,2.0794415416798357,0.0002878599293385938,0.001,130.15276789665222,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,3900,1,capped,8,"1,2",1.0,1.0,3.385789386811666e-05,0.125,2.0794415416798357,0.000230954554997988,0.001,132.68802762031555,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,4000,1,capped,8,"1,2",1.0,1.0,3.8589321775361896e-05,0.125,2.0794415416798357,0.00027875930500526535,0.001,135.15078926086426,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,4000,1,capped,8,"1,2",1.0,1.0,4.035161859405889e-05,0.125,2.0794415416798357,,0.001,147.12825798988342,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,4000,2,capped,8,"1,2",0.8035278501920402,0.6070556640625,0.30427981284447014,0.125,2.0794415416798357,,0.001,147.12826466560364,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,4000,4,capped,8,"1,2",0.3507385370321572,0.002197265625,3.5188901722431183,0.125,2.0794415416798357,,0.001,147.12826800346375,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,4000,8,capped,8,"1,2",0.20610046852380037,0.0,3.668781330808997,0.125,2.0794415416798357,,0.001,147.1282708644867,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,4000,1,single,1,"1,2",1.0,1.0,4.0036999962467235e-05,0.125,2.0794415416798357,,0.001,147.12827587127686,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,4000,2,single,1,"1,2",0.6105957292020321,0.610595703125,0.5982170216739178,0.125,2.0794415416798357,,0.001,147.1282787322998,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,4000,4,single,1,"1,2",0.2989502039272338,0.2989501953125,4.253825411200523,0.125,2.0794415416798357,,0.001,147.1282832622528,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,4000,8,single,1,"1,2",0.19274902914185077,0.1927490234375,4.252939024940133,0.125,2.0794415416798357,,0.001,147.12828516960144,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,4100,2,capped,8,"1,2",0.8046875,0.609375,0.30311375856399536,0.125,2.0794415416798357,0.36504519734759067,0.001,149.80232667922974,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,4200,1,capped,8,"1,2",1.0,1.0,3.1006824428914115e-05,0.125,2.0794415416798357,0.00021554503380458612,0.001,152.2889380455017,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,4300,2,capped,8,"1,2",0.7890625,0.578125,0.2981407344341278,0.125,2.0794415416798357,0.3734070904442521,0.001,154.7356674671173,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,4400,1,capped,8,"1,2",1.0,1.0,6.037930506863631e-05,0.125,2.0794415416798357,0.001195759288076285,0.001,157.197270154953,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,4500,1,capped,8,"1,2",1.0,1.0,2.4507035050191917e-05,0.125,2.0794415416798357,0.00016760391513823703,0.001,159.66859650611877,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,4600,2,capped,8,"1,2",0.8463541865348816,0.6927083333333334,0.27121052145957947,0.125,2.0794415416798357,0.43906462383968947,0.001,162.23143076896667,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,4700,1,capped,8,"1,2",1.0,1.0,2.299526568094734e-05,0.125,2.0794415416798357,0.00015755518729659135,0.001,164.74638414382935,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,4800,1,capped,8,"1,2",1.0,1.0,1.9417848307057284e-05,0.125,2.0794415416798357,0.0001273826875256684,0.001,167.21970391273499,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,4900,1,capped,8,"1,2",1.0,1.0,2.002068140427582e-05,0.125,2.0794415416798357,0.00013641804037612702,0.001,169.68299865722656,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,5000,2,capped,8,"1,2",0.7786458730697632,0.5572916666666666,0.28294694423675537,0.125,2.0794415416798357,0.4021061569883433,0.001,172.14255166053772,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,5000,1,capped,8,"1,2",1.0,1.0,2.6484851190389236e-05,0.125,2.0794415416798357,,0.001,184.72001814842224,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,5000,2,capped,8,"1,2",0.8095092927105725,0.6190185546875,0.28297503758221865,0.125,2.0794415416798357,,0.001,184.72002840042114,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,5000,4,capped,8,"1,2",0.33731080032885075,0.002685546875,3.5601255111396313,0.125,2.0794415416798357,,0.001,184.7200312614441,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,5000,8,capped,8,"1,2",0.20831299282144755,0.0,3.5129649620503187,0.125,2.0794415416798357,,0.001,184.72003531455994,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,5000,1,single,1,"1,2",1.0,1.0,2.6230786033920594e-05,0.125,2.0794415416798357,,0.001,184.72003936767578,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,5000,2,single,1,"1,2",0.6307373251765966,0.6307373046875,0.5637258496135473,0.125,2.0794415416798357,,0.001,184.7200427055359,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,5000,4,single,1,"1,2",0.2993164195213467,0.29931640625,4.444910399615765,0.125,2.0794415416798357,,0.001,184.72004508972168,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,5000,8,single,1,"1,2",0.19055176293477416,0.1905517578125,3.7627316508442163,0.125,2.0794415416798357,,0.001,184.7200472354889,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,5100,1,capped,8,"1,2,4",1.0,1.0,5.2028724894626066e-05,0.125,2.0794415416798357,0.00042774497832764034,0.001,187.47153067588806,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,5200,2,capped,8,"1,2,4",0.78125,0.5625,0.3120653033256531,0.125,2.0794415416798357,1.1561265686706685,0.001,190.10333824157715,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,5300,1,capped,8,"1,2,4",1.0,1.0,2.5446955987717956e-05,0.125,2.0794415416798357,0.000188580233491417,0.001,192.7384524345398,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,5400,1,capped,8,"1,2,4",1.0,1.0,2.947994835267309e-05,0.125,2.0794415416798357,0.0002593284073797658,0.001,195.3801305294037,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,5500,2,capped,8,"1,2,4",0.7708333730697632,0.5416666666666666,0.3746691644191742,0.125,2.0794415416798357,4.612527002076127,0.001,198.04043674468994,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,5600,4,capped,8,"1,2,4",0.5533854365348816,0.036458333333333336,0.8260732293128967,0.125,2.0794415416798357,2.52900358872756,0.001,200.64311122894287,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,5700,1,capped,8,"1,2,4",1.0,1.0,2.292194403707981e-05,0.125,2.0794415416798357,0.0001824292088139689,0.001,203.2349352836609,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,5800,2,capped,8,"1,2,4",0.828125,0.65625,0.27048203349113464,0.125,2.0794415416798357,0.44933029885974624,0.001,205.79150819778442,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,5900,2,capped,8,"1,2,4",0.8125,0.625,0.2597407102584839,0.125,2.0794415416798357,0.4075290370777965,0.001,208.35030722618103,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,6000,4,capped,8,"1,2,4",0.58203125,0.078125,0.7316901683807373,0.125,2.0794415416798357,0.6479314014846147,0.001,210.99377036094666,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,6000,1,capped,8,"1,2,4",1.0,1.0,7.365102146650315e-05,0.125,2.0794415416798357,,0.001,222.9836688041687,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,6000,2,capped,8,"1,2,4",0.7943725781515241,0.5887451171875,0.3042351994663477,0.125,2.0794415416798357,,0.001,222.9836745262146,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,6000,4,capped,8,"1,2,4",0.5930175995454192,0.0726318359375,0.7278207712806761,0.125,2.0794415416798357,,0.001,222.98367929458618,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,dense_capped,6000,8,capped,8,"1,2,4",0.2530365079874173,0.0,3.54094741307199,0.125,2.0794415416798357,,0.001,222.9836826324463,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,6000,1,single,1,"1,2,4",1.0,1.0,7.274440372384561e-05,0.125,2.0794415416798357,,0.001,222.9836869239807,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,6000,2,single,1,"1,2,4",0.5826416194904596,0.5826416015625,0.6071130875498056,0.125,2.0794415416798357,,0.001,222.98369145393372,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,6000,4,single,1,"1,2,4",0.3897705140989274,0.3897705078125,1.1721230810508132,0.125,2.0794415416798357,,0.001,222.98369455337524,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,eval,single_query,6000,8,single,1,"1,2,4",0.20080566825345159,0.2008056640625,3.8813020903617144,0.125,2.0794415416798357,,0.001,222.98369717597961,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,6100,2,capped,8,"1,2,4",0.8098958730697632,0.6197916666666666,0.29731306433677673,0.125,2.0794415416798357,0.342087164144498,0.001,225.73659896850586,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,6200,2,capped,8,"1,2,4",0.78125,0.5625,0.33737054467201233,0.125,2.0794415416798357,0.4583416099978212,0.001,228.36353254318237,ok
B0D.1,stage_b0d_b01_dense_v8_seed0,dense capped curriculum N_VALUES=8,train,train_dense_capped,6300,1,capped,8,"1,2,4",1.0,1.0,1.380142475682078e-05,0.125,2.0794415416798357,0.00010235489034968718,0.001,231.01666975021362,ok
