substage,run_id,recipe,split,eval_mode,step,n_pairs,q_count_mode,q_cap,phase_train_n_pairs,accuracy,all_correct,cross_entropy,random_accuracy,random_cross_entropy,grad_norm,lr,elapsed_sec,status
B0D.1,stage_b0d_b01_dense_v8_seed2,dense capped curriculum N_VALUES=8,train,train_dense_capped,5700,4,capped,8,"1,2,4",0.55859375,0.057291666666666664,0.7613728642463684,0.125,2.0794415416798357,0.44894531945514915,0.001,212.32225036621094,ok
B0D.1,stage_b0d_b01_dense_v8_seed2,dense capped curriculum N_VALUES=8,train,train_dense_capped,5800,4,capped,8,"1,2,4",0.5833333730697632,0.078125,0.7658931612968445,0.125,2.0794415416798357,0.6577536593599378,0.001,214.9823386669159,ok
B0D.1,stage_b0d_b01_dense_v8_seed2,dense capped curriculum N_VALUES=8,train,train_dense_capped,5900,2,capped,8,"1,2,4",0.7760416865348816,0.5520833333333334,0.3093584179878235,0.125,2.0794415416798357,0.4023734904522783,0.001,217.80234265327454,ok
B0D.1,stage_b0d_b01_dense_v8_seed2,dense capped curriculum N_VALUES=8,train,train_dense_capped,6000,1,capped,8,"1,2,4",1.0,1.0,8.854337465891149e-06,0.125,2.0794415416798357,6.535072005401109e-05,0.001,220.6080572605133,ok
B0D.1,stage_b0d_b01_dense_v8_seed2,dense capped curriculum N_VALUES=8,eval,dense_capped,6000,1,capped,8,"1,2,4",1.0,1.0,9.524877945921162e-06,0.125,2.0794415416798357,,0.001,232.3678901195526,ok
B0D.1,stage_b0d_b01_dense_v8_seed2,dense capped curriculum N_VALUES=8,eval,dense_capped,6000,2,capped,8,"1,2,4",0.7802124242298305,0.5611572265625,0.3114341367036104,0.125,2.0794415416798357,,0.001,232.36789655685425,ok
B0D.1,stage_b0d_b01_dense_v8_seed2,dense capped curriculum N_VALUES=8,eval,dense_capped,6000,4,capped,8,"1,2,4",0.5848694089800119,0.07763671875,0.7225342206656933,0.125,2.0794415416798357,,0.001,232.3679003715515,ok
B0D.1,stage_b0d_b01_dense_v8_seed2,dense capped curriculum N_VALUES=8,eval,dense_capped,6000,8,capped,8,"1,2,4",0.22314453625585884,0.0,3.5042126569896936,0.125,2.0794415416798357,,0.001,232.36790347099304,ok
B0D.1,stage_b0d_b01_dense_v8_seed2,dense capped curriculum N_VALUES=8,eval,single_query,6000,1,single,1,"1,2,4",1.0,1.0,9.453239620427212e-06,0.125,2.0794415416798357,,0.001,232.36790823936462,ok
B0D.1,stage_b0d_b01_dense_v8_seed2,dense capped curriculum N_VALUES=8,eval,single_query,6000,2,single,1,"1,2,4",0.5562744305934757,0.5562744140625,0.6183946519158781,0.125,2.0794415416798357,,0.001,232.36791110038757,ok
B0D.1,stage_b0d_b01_dense_v8_seed2,dense capped curriculum N_VALUES=8,eval,single_query,6000,4,single,1,"1,2,4",0.3645019622053951,0.364501953125,1.1850592801347375,0.125,2.0794415416798357,,0.001,232.36791682243347,ok
B0D.1,stage_b0d_b01_dense_v8_seed2,dense capped curriculum N_VALUES=8,eval,single_query,6000,8,single,1,"1,2,4",0.1901855516480282,0.190185546875,3.669785004109144,0.125,2.0794415416798357,,0.001,232.36791944503784,ok
