substage,run_id,recipe,split,eval_mode,task_format,step,n_pairs,q_count_mode,q_cap,phase_train_n_pairs,accuracy,all_correct,cross_entropy,random_accuracy,random_cross_entropy,grad_norm,lr,elapsed_sec,status
B0F.2,stage_b0f_b02_candidateA_6l256_seed1,random-init larger Transformer candidate 6L/256 N_VALUES=8,train,train_induction_capped,key_next_value,1,1,capped,8,"1,2",0.0,0.0,6.2261199951171875,0.125,2.0794415416798357,5.802256838819579,2e-06,0.03906369209289551,ok
B0F.2,stage_b0f_b02_candidateA_6l256_seed1,random-init larger Transformer candidate 6L/256 N_VALUES=8,train,train_induction_capped,key_next_value,100,1,capped,8,"1,2",1.0,1.0,0.0241180881857872,0.125,2.0794415416798357,0.14062469047705564,0.0002,3.285613775253296,ok
B0F.2,stage_b0f_b02_candidateA_6l256_seed1,random-init larger Transformer candidate 6L/256 N_VALUES=8,train,train_induction_capped,key_next_value,200,2,capped,8,"1,2",0.5703125,0.2578125,0.6430787444114685,0.125,2.0794415416798357,0.5482601894663909,0.0004,6.641331434249878,ok
B0F.2,stage_b0f_b02_candidateA_6l256_seed1,random-init larger Transformer candidate 6L/256 N_VALUES=8,train,train_induction_capped,key_next_value,300,1,capped,8,"1,2",1.0,1.0,0.003301783464848995,0.125,2.0794415416798357,0.042017612023885105,0.0006,10.00562858581543,ok
B0F.2,stage_b0f_b02_candidateA_6l256_seed1,random-init larger Transformer candidate 6L/256 N_VALUES=8,train,train_induction_capped,key_next_value,400,1,capped,8,"1,2",1.0,1.0,0.0018820255063474178,0.125,2.0794415416798357,0.02202280534654158,0.0008,13.351671695709229,ok
B0F.2,stage_b0f_b02_candidateA_6l256_seed1,random-init larger Transformer candidate 6L/256 N_VALUES=8,train,train_induction_capped,key_next_value,500,1,capped,8,"1,2",1.0,1.0,0.0005982219008728862,0.125,2.0794415416798357,0.004672448247512955,0.001,16.72045063972473,ok
B0F.2,stage_b0f_b02_candidateA_6l256_seed1,random-init larger Transformer candidate 6L/256 N_VALUES=8,train,train_induction_capped,key_next_value,600,1,capped,8,"1,2",1.0,1.0,0.0003365124575793743,0.125,2.0794415416798357,0.0024078510786335557,0.001,20.04696488380432,ok
B0F.2,stage_b0f_b02_candidateA_6l256_seed1,random-init larger Transformer candidate 6L/256 N_VALUES=8,train,train_induction_capped,key_next_value,700,2,capped,8,"1,2",0.8125,0.625,0.31797605752944946,0.125,2.0794415416798357,0.3508478615750411,0.001,23.434098482131958,ok
B0F.2,stage_b0f_b02_candidateA_6l256_seed1,random-init larger Transformer candidate 6L/256 N_VALUES=8,train,train_induction_capped,key_next_value,800,1,capped,8,"1,2",1.0,1.0,0.0003613713779486716,0.125,2.0794415416798357,0.0033174969214658026,0.001,26.794161558151245,ok
B0F.2,stage_b0f_b02_candidateA_6l256_seed1,random-init larger Transformer candidate 6L/256 N_VALUES=8,train,train_induction_capped,key_next_value,900,2,capped,8,"1,2",0.94140625,0.8828125,0.15422579646110535,0.125,2.0794415416798357,0.6099208810459761,0.001,30.160255193710327,ok
B0F.2,stage_b0f_b02_candidateA_6l256_seed1,random-init larger Transformer candidate 6L/256 N_VALUES=8,train,train_induction_capped,key_next_value,1000,1,capped,8,"1,2",1.0,1.0,0.0001007527025649324,0.125,2.0794415416798357,0.0009594314123249893,0.001,33.511274337768555,ok
B0F.2,stage_b0f_b02_candidateA_6l256_seed1,random-init larger Transformer candidate 6L/256 N_VALUES=8,train,train_induction_capped,key_next_value,1100,1,capped,8,"1,2",1.0,1.0,9.335345384897664e-05,0.125,2.0794415416798357,0.0007412512615272061,0.001,36.84679317474365,ok
B0F.2,stage_b0f_b02_candidateA_6l256_seed1,random-init larger Transformer candidate 6L/256 N_VALUES=8,train,train_induction_capped,key_next_value,1200,2,capped,8,"1,2",1.0,1.0,0.012637141160666943,0.125,2.0794415416798357,0.2595284058029993,0.001,40.12607765197754,ok
