model,n_queries,topk,recall@1,recall@5,recall@10,mrr,ndcg@10,latency_ms_per_query,latency_ms_per_candidate,peak_vram_mb,elapsed_s,est_gpu_hours_full_5000
cross-encoder/ms-marco-MiniLM-L-6-v2,5000.0,100,0.52,0.724,0.795,0.6131834416078763,0.6522339123372525,18.228,0.1823,644.0,91.14,0.0253
