dataset,model,pos_score_mean,neg_score_mean,pos_score_std,neg_score_std,score_margin,roc_auc,pr_auc,pos_rate
scifact,Mamba-130m-cls(synthetic),-2.4658156495827894,-2.5141777942136305,0.8798641024834479,0.8772959322487318,0.0483621446308411,0.5286129593930726,0.011993469029039,0.0104
scifact,Mamba-130m-cls(finetuned),2.610953537317423,-8.667707647510904,6.520678236676482,4.4819536337841335,11.278661184828326,0.9057194826192401,0.2232171784085283,0.0104
scifact,Pythia-160m-cls(synthetic),-0.9318656829687265,-1.1486716738321556,1.443745649096125,1.486311036755413,0.2168059908634291,0.5397985199925378,0.01285044270169661,0.0104
scifact,Pythia-160m-cls(finetuned),-1.3194712354586675,-1.9451039364093141,1.077196814928564,1.0549256629042258,0.6256327009506466,0.6616193022821965,0.02311864861560875,0.0104
nfcorpus,Mamba-130m-cls(synthetic),-0.9681884262624175,-1.109927589086579,0.7952376807468908,0.8240956693996624,0.14173916282416144,0.5589380793974267,0.08000704325275619,0.0688
nfcorpus,Mamba-130m-cls(finetuned),-4.087911625501028,-7.5655056703803725,5.886116286718855,4.608251380812966,3.4775940448793445,0.6968646357787901,0.1386024730095411,0.0688
nfcorpus,Pythia-160m-cls(synthetic),-1.3355298368043678,-1.3824076007834005,1.3377363482489029,1.3446592568921774,0.04687776397903276,0.5086453838008471,0.071648340487074,0.0688
nfcorpus,Pythia-160m-cls(finetuned),-1.3659753556861434,-1.5285307299537756,0.8400258688041145,0.8566290530877205,0.16255537426763222,0.5567509789818589,0.0819669146486221,0.0688
